date,wiki_open,sheepb_open,open_absolute_relative_difference,wiki_high,sheepb_high,high_absolute_relative_difference,wiki_low,sheepb_low,low_absolute_relative_difference,wiki_close,sheepb_close,close_absolute_relative_difference,wiki_volume,sheepb_volume,volume_absolute_relative_difference
2012-10-23,91.55,91.5500030517578,3.333432885277432e-08,92.52,92.5199966430664,3.628332889693553e-08,90.79,90.79000091552734,1.008401073754328e-08,92.2,92.1999969482422,3.3099325391638956e-08,220600.0,220600.0,0.0
2012-10-24,92.25,92.18000030517578,0.0007588042799373529,92.25,92.25,0.0,88.76,88.76000213623047,2.4067490667079028e-08,89.06,89.05999755859375,2.7413050163183073e-08,1412500.0,1412500.0,0.0
2012-10-25,89.52,89.94000244140625,0.004691716280230684,95.44,95.44000244140624,2.5580534801505905e-08,89.44,89.44000244140625,2.7296581439628653e-08,95.21,95.20999908447266,9.61587376391293e-09,1770900.0,1770900.0,0.0
2012-10-26,95.2,95.1999969482422,3.205627940872091e-08,95.275,95.27999877929688,5.246685171211851e-05,94.48,94.4800033569336,3.553062644101601e-08,94.57,94.56999969482422,3.226982903115072e-09,785600.0,785600.0,0.0
2012-10-31,94.65,94.6500015258789,1.6121277424119285e-08,94.9,94.9000015258789,1.6078808284802903e-08,93.66,93.66000366210938,3.9100036097750035e-08,94.76,94.76000213623048,2.254358877351592e-08,716000.0,716000.0,0.0
2012-11-01,95.0,95.0,0.0,96.0,96.0,0.0,94.35,94.3499984741211,1.617253742036695e-08,95.76,95.76000213623048,2.2308171310214675e-08,733400.0,733400.0,0.0
2012-11-02,95.98,95.9800033569336,3.497534484253606e-08,95.99,95.98999786376952,2.2254718956560282e-08,94.77,94.7699966430664,3.542190130101375e-08,94.77,94.7699966430664,3.542190130101375e-08,376500.0,376500.0,0.0
2012-11-05,94.25,94.25,0.0,95.02,95.0199966430664,3.532870540556843e-08,93.685,93.68000030517578,5.336707930003737e-05,94.5245,94.5199966430664,4.764221903952315e-05,289400.0,289400.0,0.0
2012-11-06,95.08,95.08000183105467,1.9258042494030292e-08,95.41,95.41000366210938,3.838286732893437e-08,94.6668,94.66999816894533,3.3783427192402016e-05,94.81,94.80999755859376,2.5750514054401208e-08,375500.0,375500.0,0.0
2012-11-07,91.54,91.54000091552734,1.0001391048675146e-08,94.13,94.12999725341795,2.917860453255372e-08,91.54,91.54000091552734,1.0001391048675146e-08,93.7,93.6999969482422,3.2569453578545904e-08,518400.0,518400.0,0.0
